classifier_variant,benchmark,family,arm,pair_id,item_id,model,target_act,target_source,predicted_act,act_match,response_sha256
char_svm,mathtutorbench_scaffolding,standard,generic,44,scaffolding-44,deepseek-v4-flash,probing,exact_human_lookup,focus,0,e5feb9f7ebe7b3fea09e1b80473ccc5a2e47f4067145e0065c89be2a1569f9bd
word_svm,mathtutorbench_scaffolding,standard,generic,44,scaffolding-44,deepseek-v4-flash,probing,exact_human_lookup,focus,0,e5feb9f7ebe7b3fea09e1b80473ccc5a2e47f4067145e0065c89be2a1569f9bd
hybrid_svm,mathtutorbench_scaffolding,standard,generic,44,scaffolding-44,deepseek-v4-flash,probing,exact_human_lookup,focus,0,e5feb9f7ebe7b3fea09e1b80473ccc5a2e47f4067145e0065c89be2a1569f9bd
char_svm,mathtutorbench_scaffolding,standard,generic,45,scaffolding-45,deepseek-v4-flash,probing,exact_human_lookup,probing,1,d9ef9287de1a3111591b60f714841bdb1c5d8579d04c32a79d04c1b9b61bc077
word_svm,mathtutorbench_scaffolding,standard,generic,45,scaffolding-45,deepseek-v4-flash,probing,exact_human_lookup,telling,0,d9ef9287de1a3111591b60f714841bdb1c5d8579d04c32a79d04c1b9b61bc077
hybrid_svm,mathtutorbench_scaffolding,standard,generic,45,scaffolding-45,deepseek-v4-flash,probing,exact_human_lookup,probing,1,d9ef9287de1a3111591b60f714841bdb1c5d8579d04c32a79d04c1b9b61bc077
char_svm,mathtutorbench_scaffolding,standard,generic,46,scaffolding-46,deepseek-v4-flash,focus,exact_human_lookup,telling,0,4abd45d4832a2c9009c3178b7ad43a52b967eddf6f637ee2ebc91c65b81eb73b
word_svm,mathtutorbench_scaffolding,standard,generic,46,scaffolding-46,deepseek-v4-flash,focus,exact_human_lookup,telling,0,4abd45d4832a2c9009c3178b7ad43a52b967eddf6f637ee2ebc91c65b81eb73b
hybrid_svm,mathtutorbench_scaffolding,standard,generic,46,scaffolding-46,deepseek-v4-flash,focus,exact_human_lookup,telling,0,4abd45d4832a2c9009c3178b7ad43a52b967eddf6f637ee2ebc91c65b81eb73b
char_svm,mathtutorbench_scaffolding,standard,generic,48,scaffolding-48,deepseek-v4-flash,focus,exact_human_lookup,telling,0,5891ccc89adb27ba74debbd8e8ff257408253ed86e89e16acebfda5ef500b3ae
word_svm,mathtutorbench_scaffolding,standard,generic,48,scaffolding-48,deepseek-v4-flash,focus,exact_human_lookup,telling,0,5891ccc89adb27ba74debbd8e8ff257408253ed86e89e16acebfda5ef500b3ae
hybrid_svm,mathtutorbench_scaffolding,standard,generic,48,scaffolding-48,deepseek-v4-flash,focus,exact_human_lookup,telling,0,5891ccc89adb27ba74debbd8e8ff257408253ed86e89e16acebfda5ef500b3ae
char_svm,mathtutorbench_scaffolding,standard,generic,25,scaffolding-25,deepseek-v4-flash,focus,exact_human_lookup,probing,0,e4e77c020a981532a67247c82bfc4112a8e33ca8d3fe1561ed495b2f942ffe14
word_svm,mathtutorbench_scaffolding,standard,generic,25,scaffolding-25,deepseek-v4-flash,focus,exact_human_lookup,probing,0,e4e77c020a981532a67247c82bfc4112a8e33ca8d3fe1561ed495b2f942ffe14
hybrid_svm,mathtutorbench_scaffolding,standard,generic,25,scaffolding-25,deepseek-v4-flash,focus,exact_human_lookup,probing,0,e4e77c020a981532a67247c82bfc4112a8e33ca8d3fe1561ed495b2f942ffe14
char_svm,mathtutorbench_scaffolding,standard,generic,47,scaffolding-47,deepseek-v4-flash,telling,exact_human_lookup,telling,1,943794b9053a4b0680896216d41d9d61a7b2d37e3088e65272594394f5c6a0d2
word_svm,mathtutorbench_scaffolding,standard,generic,47,scaffolding-47,deepseek-v4-flash,telling,exact_human_lookup,telling,1,943794b9053a4b0680896216d41d9d61a7b2d37e3088e65272594394f5c6a0d2
hybrid_svm,mathtutorbench_scaffolding,standard,generic,47,scaffolding-47,deepseek-v4-flash,telling,exact_human_lookup,telling,1,943794b9053a4b0680896216d41d9d61a7b2d37e3088e65272594394f5c6a0d2
char_svm,mathtutorbench_scaffolding,standard,generic,49,scaffolding-49,deepseek-v4-flash,focus,exact_human_lookup,focus,1,d8b311dc80d04a846e358285375c446c680eb87c526d8f8d54cf68b0744bf7a6
word_svm,mathtutorbench_scaffolding,standard,generic,49,scaffolding-49,deepseek-v4-flash,focus,exact_human_lookup,focus,1,d8b311dc80d04a846e358285375c446c680eb87c526d8f8d54cf68b0744bf7a6
hybrid_svm,mathtutorbench_scaffolding,standard,generic,49,scaffolding-49,deepseek-v4-flash,focus,exact_human_lookup,focus,1,d8b311dc80d04a846e358285375c446c680eb87c526d8f8d54cf68b0744bf7a6
char_svm,mathtutorbench_scaffolding,standard,generic,50,scaffolding-50,deepseek-v4-flash,focus,exact_human_lookup,generic,0,e59bfb6f9891be7bf212f1e2317459e5b65ad8128ec84aa6c0cb8a1f744b8043
word_svm,mathtutorbench_scaffolding,standard,generic,50,scaffolding-50,deepseek-v4-flash,focus,exact_human_lookup,focus,1,e59bfb6f9891be7bf212f1e2317459e5b65ad8128ec84aa6c0cb8a1f744b8043
hybrid_svm,mathtutorbench_scaffolding,standard,generic,50,scaffolding-50,deepseek-v4-flash,focus,exact_human_lookup,generic,0,e59bfb6f9891be7bf212f1e2317459e5b65ad8128ec84aa6c0cb8a1f744b8043
char_svm,mathtutorbench_scaffolding,standard,generic,52,scaffolding-52,deepseek-v4-flash,focus,exact_human_lookup,telling,0,777b61855a489300a5c3083a63780f0938ed02e4a960915bf707c2b2169d17cc
word_svm,mathtutorbench_scaffolding,standard,generic,52,scaffolding-52,deepseek-v4-flash,focus,exact_human_lookup,telling,0,777b61855a489300a5c3083a63780f0938ed02e4a960915bf707c2b2169d17cc
hybrid_svm,mathtutorbench_scaffolding,standard,generic,52,scaffolding-52,deepseek-v4-flash,focus,exact_human_lookup,telling,0,777b61855a489300a5c3083a63780f0938ed02e4a960915bf707c2b2169d17cc
char_svm,mathtutorbench_scaffolding,standard,generic,55,scaffolding-55,deepseek-v4-flash,telling,exact_human_lookup,focus,0,42e1569bbcf3df09a818983ca1c3253f1a656cf16027a310eb7c40c18ff90ba1
word_svm,mathtutorbench_scaffolding,standard,generic,55,scaffolding-55,deepseek-v4-flash,telling,exact_human_lookup,telling,1,42e1569bbcf3df09a818983ca1c3253f1a656cf16027a310eb7c40c18ff90ba1
hybrid_svm,mathtutorbench_scaffolding,standard,generic,55,scaffolding-55,deepseek-v4-flash,telling,exact_human_lookup,telling,1,42e1569bbcf3df09a818983ca1c3253f1a656cf16027a310eb7c40c18ff90ba1
char_svm,mathtutorbench_scaffolding,standard,generic,54,scaffolding-54,deepseek-v4-flash,focus,exact_human_lookup,telling,0,fa7ec02e5492863655ff488a2b2f467adc8836a91cee78b69c1b6713c4f28f84
word_svm,mathtutorbench_scaffolding,standard,generic,54,scaffolding-54,deepseek-v4-flash,focus,exact_human_lookup,telling,0,fa7ec02e5492863655ff488a2b2f467adc8836a91cee78b69c1b6713c4f28f84
hybrid_svm,mathtutorbench_scaffolding,standard,generic,54,scaffolding-54,deepseek-v4-flash,focus,exact_human_lookup,telling,0,fa7ec02e5492863655ff488a2b2f467adc8836a91cee78b69c1b6713c4f28f84
char_svm,mathtutorbench_scaffolding,standard,generic,53,scaffolding-53,deepseek-v4-flash,probing,exact_human_lookup,telling,0,b0a3e551d2b7a22eda7abb34e1fab2d958e4e71e5da3c29b3bea7b5cdc165697
word_svm,mathtutorbench_scaffolding,standard,generic,53,scaffolding-53,deepseek-v4-flash,probing,exact_human_lookup,probing,1,b0a3e551d2b7a22eda7abb34e1fab2d958e4e71e5da3c29b3bea7b5cdc165697
hybrid_svm,mathtutorbench_scaffolding,standard,generic,53,scaffolding-53,deepseek-v4-flash,probing,exact_human_lookup,probing,1,b0a3e551d2b7a22eda7abb34e1fab2d958e4e71e5da3c29b3bea7b5cdc165697
char_svm,mathtutorbench_scaffolding,standard,generic,51,scaffolding-51,deepseek-v4-flash,probing,exact_human_lookup,probing,1,98b9143283a161c384d098aa9bb74dcc823594aac34384ec4b87c4cdaaecc593
word_svm,mathtutorbench_scaffolding,standard,generic,51,scaffolding-51,deepseek-v4-flash,probing,exact_human_lookup,probing,1,98b9143283a161c384d098aa9bb74dcc823594aac34384ec4b87c4cdaaecc593
hybrid_svm,mathtutorbench_scaffolding,standard,generic,51,scaffolding-51,deepseek-v4-flash,probing,exact_human_lookup,probing,1,98b9143283a161c384d098aa9bb74dcc823594aac34384ec4b87c4cdaaecc593
char_svm,mathtutorbench_scaffolding,standard,generic,56,scaffolding-56,deepseek-v4-flash,telling,exact_human_lookup,telling,1,d251e728918c1a19535943f1d7dc4dd048eee61e6cbebaf92585d2788fe89e7f
word_svm,mathtutorbench_scaffolding,standard,generic,56,scaffolding-56,deepseek-v4-flash,telling,exact_human_lookup,telling,1,d251e728918c1a19535943f1d7dc4dd048eee61e6cbebaf92585d2788fe89e7f
hybrid_svm,mathtutorbench_scaffolding,standard,generic,56,scaffolding-56,deepseek-v4-flash,telling,exact_human_lookup,telling,1,d251e728918c1a19535943f1d7dc4dd048eee61e6cbebaf92585d2788fe89e7f
char_svm,mathtutorbench_scaffolding,standard,generic,57,scaffolding-57,deepseek-v4-flash,telling,exact_human_lookup,focus,0,d9f5d21165f4ec66e9cd7e043d90534bd8dbb7b41707167cb56af29cedce2682
word_svm,mathtutorbench_scaffolding,standard,generic,57,scaffolding-57,deepseek-v4-flash,telling,exact_human_lookup,focus,0,d9f5d21165f4ec66e9cd7e043d90534bd8dbb7b41707167cb56af29cedce2682
hybrid_svm,mathtutorbench_scaffolding,standard,generic,57,scaffolding-57,deepseek-v4-flash,telling,exact_human_lookup,focus,0,d9f5d21165f4ec66e9cd7e043d90534bd8dbb7b41707167cb56af29cedce2682
char_svm,mathtutorbench_scaffolding,standard,generic,59,scaffolding-59,deepseek-v4-flash,telling,exact_human_lookup,telling,1,a8246c90de59265ede1b84a28375cddbe6ea8d58e573532e92f7fa4c1ecf6780
word_svm,mathtutorbench_scaffolding,standard,generic,59,scaffolding-59,deepseek-v4-flash,telling,exact_human_lookup,focus,0,a8246c90de59265ede1b84a28375cddbe6ea8d58e573532e92f7fa4c1ecf6780
hybrid_svm,mathtutorbench_scaffolding,standard,generic,59,scaffolding-59,deepseek-v4-flash,telling,exact_human_lookup,focus,0,a8246c90de59265ede1b84a28375cddbe6ea8d58e573532e92f7fa4c1ecf6780
char_svm,mathtutorbench_scaffolding,standard,generic,58,scaffolding-58,deepseek-v4-flash,probing,exact_human_lookup,focus,0,dd415f32e0d1b3b823504b72cd22d1b03440388469d0e593416dc32936a80ed2
word_svm,mathtutorbench_scaffolding,standard,generic,58,scaffolding-58,deepseek-v4-flash,probing,exact_human_lookup,probing,1,dd415f32e0d1b3b823504b72cd22d1b03440388469d0e593416dc32936a80ed2
hybrid_svm,mathtutorbench_scaffolding,standard,generic,58,scaffolding-58,deepseek-v4-flash,probing,exact_human_lookup,probing,1,dd415f32e0d1b3b823504b72cd22d1b03440388469d0e593416dc32936a80ed2
char_svm,mathtutorbench_scaffolding,standard,generic,60,scaffolding-60,deepseek-v4-flash,telling,exact_human_lookup,focus,0,1e1d372188005190addff4b3fea9fd6bbe09485abb80408699d807f7b36d60b7
word_svm,mathtutorbench_scaffolding,standard,generic,60,scaffolding-60,deepseek-v4-flash,telling,exact_human_lookup,focus,0,1e1d372188005190addff4b3fea9fd6bbe09485abb80408699d807f7b36d60b7
hybrid_svm,mathtutorbench_scaffolding,standard,generic,60,scaffolding-60,deepseek-v4-flash,telling,exact_human_lookup,focus,0,1e1d372188005190addff4b3fea9fd6bbe09485abb80408699d807f7b36d60b7
char_svm,mathtutorbench_scaffolding,standard,generic,62,scaffolding-62,deepseek-v4-flash,probing,exact_human_lookup,focus,0,8135db4e03f70c93dbfc2fc3c8e91b81a082c2b03c40ac7bd371b7351b19dfb8
word_svm,mathtutorbench_scaffolding,standard,generic,62,scaffolding-62,deepseek-v4-flash,probing,exact_human_lookup,focus,0,8135db4e03f70c93dbfc2fc3c8e91b81a082c2b03c40ac7bd371b7351b19dfb8
hybrid_svm,mathtutorbench_scaffolding,standard,generic,62,scaffolding-62,deepseek-v4-flash,probing,exact_human_lookup,focus,0,8135db4e03f70c93dbfc2fc3c8e91b81a082c2b03c40ac7bd371b7351b19dfb8
char_svm,mathtutorbench_scaffolding,standard,generic,63,scaffolding-63,deepseek-v4-flash,focus,exact_human_lookup,telling,0,9058403b5337c1b9166797a05da994fdf86e0320e39be1d1c367920f0648c235
word_svm,mathtutorbench_scaffolding,standard,generic,63,scaffolding-63,deepseek-v4-flash,focus,exact_human_lookup,telling,0,9058403b5337c1b9166797a05da994fdf86e0320e39be1d1c367920f0648c235
hybrid_svm,mathtutorbench_scaffolding,standard,generic,63,scaffolding-63,deepseek-v4-flash,focus,exact_human_lookup,telling,0,9058403b5337c1b9166797a05da994fdf86e0320e39be1d1c367920f0648c235
char_svm,mathtutorbench_scaffolding,standard,generic,64,scaffolding-64,deepseek-v4-flash,probing,exact_human_lookup,focus,0,10973b8c092b7b7c82f5e8aac4667a6dead402bf11a88e2cbb8f28ab47d6e025
word_svm,mathtutorbench_scaffolding,standard,generic,64,scaffolding-64,deepseek-v4-flash,probing,exact_human_lookup,focus,0,10973b8c092b7b7c82f5e8aac4667a6dead402bf11a88e2cbb8f28ab47d6e025
hybrid_svm,mathtutorbench_scaffolding,standard,generic,64,scaffolding-64,deepseek-v4-flash,probing,exact_human_lookup,focus,0,10973b8c092b7b7c82f5e8aac4667a6dead402bf11a88e2cbb8f28ab47d6e025
char_svm,mathtutorbench_scaffolding,standard,generic,61,scaffolding-61,deepseek-v4-flash,focus,exact_human_lookup,focus,1,fa1da23941a959c6de23ce7f67424497fcd00c503df7e111ddf1207816bb501f
word_svm,mathtutorbench_scaffolding,standard,generic,61,scaffolding-61,deepseek-v4-flash,focus,exact_human_lookup,probing,0,fa1da23941a959c6de23ce7f67424497fcd00c503df7e111ddf1207816bb501f
hybrid_svm,mathtutorbench_scaffolding,standard,generic,61,scaffolding-61,deepseek-v4-flash,focus,exact_human_lookup,focus,1,fa1da23941a959c6de23ce7f67424497fcd00c503df7e111ddf1207816bb501f
char_svm,mathtutorbench_scaffolding,standard,generic,66,scaffolding-66,deepseek-v4-flash,focus,exact_human_lookup,focus,1,e354fad7aecdeaf37cc88fb2a8c29b210c4a9d480af309d1a5f36757b638e0d9
word_svm,mathtutorbench_scaffolding,standard,generic,66,scaffolding-66,deepseek-v4-flash,focus,exact_human_lookup,telling,0,e354fad7aecdeaf37cc88fb2a8c29b210c4a9d480af309d1a5f36757b638e0d9
hybrid_svm,mathtutorbench_scaffolding,standard,generic,66,scaffolding-66,deepseek-v4-flash,focus,exact_human_lookup,telling,0,e354fad7aecdeaf37cc88fb2a8c29b210c4a9d480af309d1a5f36757b638e0d9
char_svm,mathtutorbench_scaffolding,standard,generic,67,scaffolding-67,deepseek-v4-flash,generic,exact_human_lookup,focus,0,7305dbc0733774260a51f7295db4bf2ea43218ba592e8a0b7de12467ae1ec32b
word_svm,mathtutorbench_scaffolding,standard,generic,67,scaffolding-67,deepseek-v4-flash,generic,exact_human_lookup,focus,0,7305dbc0733774260a51f7295db4bf2ea43218ba592e8a0b7de12467ae1ec32b
hybrid_svm,mathtutorbench_scaffolding,standard,generic,67,scaffolding-67,deepseek-v4-flash,generic,exact_human_lookup,focus,0,7305dbc0733774260a51f7295db4bf2ea43218ba592e8a0b7de12467ae1ec32b
char_svm,mathtutorbench_scaffolding,standard,generic,68,scaffolding-68,deepseek-v4-flash,focus,exact_human_lookup,telling,0,16513cf20f36d91a7ff272caf7a2961f5eb7402500c38c46b29cf6745bbe25c6
word_svm,mathtutorbench_scaffolding,standard,generic,68,scaffolding-68,deepseek-v4-flash,focus,exact_human_lookup,telling,0,16513cf20f36d91a7ff272caf7a2961f5eb7402500c38c46b29cf6745bbe25c6
hybrid_svm,mathtutorbench_scaffolding,standard,generic,68,scaffolding-68,deepseek-v4-flash,focus,exact_human_lookup,telling,0,16513cf20f36d91a7ff272caf7a2961f5eb7402500c38c46b29cf6745bbe25c6
char_svm,mathtutorbench_scaffolding,standard,generic,69,scaffolding-69,deepseek-v4-flash,generic,exact_human_lookup,generic,1,61f79497d2847b0aace660302a3213e3bbdc859ac6b5398722f470f8b80d33a0
word_svm,mathtutorbench_scaffolding,standard,generic,69,scaffolding-69,deepseek-v4-flash,generic,exact_human_lookup,generic,1,61f79497d2847b0aace660302a3213e3bbdc859ac6b5398722f470f8b80d33a0
hybrid_svm,mathtutorbench_scaffolding,standard,generic,69,scaffolding-69,deepseek-v4-flash,generic,exact_human_lookup,generic,1,61f79497d2847b0aace660302a3213e3bbdc859ac6b5398722f470f8b80d33a0
char_svm,mathtutorbench_scaffolding,standard,generic,65,scaffolding-65,deepseek-v4-flash,probing,exact_human_lookup,focus,0,b30c192ec71e4739d35262605ed103aebe65ec20c199149ffc5d61584b0aa621
word_svm,mathtutorbench_scaffolding,standard,generic,65,scaffolding-65,deepseek-v4-flash,probing,exact_human_lookup,focus,0,b30c192ec71e4739d35262605ed103aebe65ec20c199149ffc5d61584b0aa621
hybrid_svm,mathtutorbench_scaffolding,standard,generic,65,scaffolding-65,deepseek-v4-flash,probing,exact_human_lookup,focus,0,b30c192ec71e4739d35262605ed103aebe65ec20c199149ffc5d61584b0aa621
char_svm,mathtutorbench_scaffolding,standard,generic,70,scaffolding-70,deepseek-v4-flash,focus,exact_human_lookup,focus,1,ec2bbc49fcbe236c3a593426bae2c8950305d047414caaaa61681d5eb0610e5b
word_svm,mathtutorbench_scaffolding,standard,generic,70,scaffolding-70,deepseek-v4-flash,focus,exact_human_lookup,focus,1,ec2bbc49fcbe236c3a593426bae2c8950305d047414caaaa61681d5eb0610e5b
hybrid_svm,mathtutorbench_scaffolding,standard,generic,70,scaffolding-70,deepseek-v4-flash,focus,exact_human_lookup,focus,1,ec2bbc49fcbe236c3a593426bae2c8950305d047414caaaa61681d5eb0610e5b
char_svm,mathtutorbench_scaffolding,standard,generic,72,scaffolding-72,deepseek-v4-flash,focus,exact_human_lookup,focus,1,2ce96e9fa9ef6d51e1a5ca3689d26486c60e4a6761f46bdbaf214f9d6d4169ac
word_svm,mathtutorbench_scaffolding,standard,generic,72,scaffolding-72,deepseek-v4-flash,focus,exact_human_lookup,focus,1,2ce96e9fa9ef6d51e1a5ca3689d26486c60e4a6761f46bdbaf214f9d6d4169ac
hybrid_svm,mathtutorbench_scaffolding,standard,generic,72,scaffolding-72,deepseek-v4-flash,focus,exact_human_lookup,focus,1,2ce96e9fa9ef6d51e1a5ca3689d26486c60e4a6761f46bdbaf214f9d6d4169ac
char_svm,mathtutorbench_scaffolding,standard,generic,71,scaffolding-71,deepseek-v4-flash,focus,exact_human_lookup,telling,0,f8d0e6e401b1dde051a28c6f351127a44463ac5716d69571abe92f8615728d7e
word_svm,mathtutorbench_scaffolding,standard,generic,71,scaffolding-71,deepseek-v4-flash,focus,exact_human_lookup,focus,1,f8d0e6e401b1dde051a28c6f351127a44463ac5716d69571abe92f8615728d7e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,71,scaffolding-71,deepseek-v4-flash,focus,exact_human_lookup,focus,1,f8d0e6e401b1dde051a28c6f351127a44463ac5716d69571abe92f8615728d7e
char_svm,mathtutorbench_scaffolding,standard,generic,74,scaffolding-74,deepseek-v4-flash,probing,exact_human_lookup,telling,0,d1ea801c9fb3d8c3ff8dd1d4722a681b97926842166dbcabbe7e473d5731060b
word_svm,mathtutorbench_scaffolding,standard,generic,74,scaffolding-74,deepseek-v4-flash,probing,exact_human_lookup,focus,0,d1ea801c9fb3d8c3ff8dd1d4722a681b97926842166dbcabbe7e473d5731060b
hybrid_svm,mathtutorbench_scaffolding,standard,generic,74,scaffolding-74,deepseek-v4-flash,probing,exact_human_lookup,focus,0,d1ea801c9fb3d8c3ff8dd1d4722a681b97926842166dbcabbe7e473d5731060b
char_svm,mathtutorbench_scaffolding,standard,generic,73,scaffolding-73,deepseek-v4-flash,focus,exact_human_lookup,probing,0,e121f3b5dfea6288e577288012efbd8c0b633371abfa2f391f9bebf9ccc30448
word_svm,mathtutorbench_scaffolding,standard,generic,73,scaffolding-73,deepseek-v4-flash,focus,exact_human_lookup,telling,0,e121f3b5dfea6288e577288012efbd8c0b633371abfa2f391f9bebf9ccc30448
hybrid_svm,mathtutorbench_scaffolding,standard,generic,73,scaffolding-73,deepseek-v4-flash,focus,exact_human_lookup,telling,0,e121f3b5dfea6288e577288012efbd8c0b633371abfa2f391f9bebf9ccc30448
char_svm,mathtutorbench_scaffolding,standard,generic,75,scaffolding-75,deepseek-v4-flash,focus,exact_human_lookup,focus,1,08ce1610637c5cfab559925c40a4eb2121761937bf44faaf7918dc2a8c01422d
word_svm,mathtutorbench_scaffolding,standard,generic,75,scaffolding-75,deepseek-v4-flash,focus,exact_human_lookup,generic,0,08ce1610637c5cfab559925c40a4eb2121761937bf44faaf7918dc2a8c01422d
hybrid_svm,mathtutorbench_scaffolding,standard,generic,75,scaffolding-75,deepseek-v4-flash,focus,exact_human_lookup,generic,0,08ce1610637c5cfab559925c40a4eb2121761937bf44faaf7918dc2a8c01422d
char_svm,mathtutorbench_scaffolding,standard,generic,76,scaffolding-76,deepseek-v4-flash,focus,exact_human_lookup,focus,1,df137222ce659e6974a03df3d8f45f2ec8b34b417f4980e0de5bcb83e0a86af7
word_svm,mathtutorbench_scaffolding,standard,generic,76,scaffolding-76,deepseek-v4-flash,focus,exact_human_lookup,focus,1,df137222ce659e6974a03df3d8f45f2ec8b34b417f4980e0de5bcb83e0a86af7
hybrid_svm,mathtutorbench_scaffolding,standard,generic,76,scaffolding-76,deepseek-v4-flash,focus,exact_human_lookup,focus,1,df137222ce659e6974a03df3d8f45f2ec8b34b417f4980e0de5bcb83e0a86af7
char_svm,mathtutorbench_scaffolding,standard,generic,77,scaffolding-77,deepseek-v4-flash,focus,exact_human_lookup,focus,1,61477c414a38bc786d3b3da92077ca0a694f953139136895ee49a39cc2d6f48e
word_svm,mathtutorbench_scaffolding,standard,generic,77,scaffolding-77,deepseek-v4-flash,focus,exact_human_lookup,probing,0,61477c414a38bc786d3b3da92077ca0a694f953139136895ee49a39cc2d6f48e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,77,scaffolding-77,deepseek-v4-flash,focus,exact_human_lookup,focus,1,61477c414a38bc786d3b3da92077ca0a694f953139136895ee49a39cc2d6f48e
char_svm,mathtutorbench_scaffolding,standard,generic,79,scaffolding-79,deepseek-v4-flash,probing,exact_human_lookup,probing,1,06d2b2789c45742a87d720951aadece0d2e796998708f590975db84670a7bec2
word_svm,mathtutorbench_scaffolding,standard,generic,79,scaffolding-79,deepseek-v4-flash,probing,exact_human_lookup,probing,1,06d2b2789c45742a87d720951aadece0d2e796998708f590975db84670a7bec2
hybrid_svm,mathtutorbench_scaffolding,standard,generic,79,scaffolding-79,deepseek-v4-flash,probing,exact_human_lookup,probing,1,06d2b2789c45742a87d720951aadece0d2e796998708f590975db84670a7bec2
