template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:trophic_transfer:peer_control:wrong_attempt:calm:repeat1:glm-5.3,0ac573781581b76f10a3
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:binary_search_update:canonical:wrong_attempt:calm:repeat1:MiniMax-M2.7,24c90a1fac0c74409512
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:shortest_path:canonical:correct_partial:calm:repeat0:deepseek-v4-pro,0785824747d2b4cfb1f8
contact_pressure,science,pressure,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:contact_pressure:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,7f72d67d813b3442744b
binary_place_value,logic_and_data,binary_place_value,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M3,1,cue_transfer_v4:binary_place_value:explicit:correct_partial:frustrated:repeat1:MiniMax-M3,f2cea910f0805d2de680
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:balance_water_equation:peer_control:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,a35344630353f8df63e8
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,calm,0,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:balance_water_equation:implicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,0ec541c5b64eb8339631
common_multiple,mathematics,least_common_multiple,correct_partial,frustrated,frustrated,2,explicit,deepseek-v4-pro,0,cue_transfer_v4:common_multiple:explicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,0ca488a783a436301fb8
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:common_multiple:peer_control:correct_partial:calm:repeat1:MiniMax-M3,54948afde18e5cc75bf6
radioactive_half_life,science,half_life,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:radioactive_half_life:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,45c3903b642362a97ecb
median_order,mathematics,median,wrong_attempt,calm,calm,1,explicit,MiniMax-M3,1,cue_transfer_v4:median_order:explicit:wrong_attempt:calm:repeat1:MiniMax-M3,fb4d0a29d87652bdb8d7
turning_moment,science,turning_moment,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:turning_moment:peer_control:correct_partial:calm:repeat0:MiniMax-M2.7,c080b2898629b1458db1
contrast_connective,language,contrast_connective,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:contrast_connective:canonical:correct_partial:frustrated:repeat1:MiniMax-M2.7,f6e8f050a8f0bee0a25d
exclusive_or,logic_and_data,exclusive_or,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:exclusive_or:canonical:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,e24c99234263f88ca5d0
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,calm,2,implicit,glm-5.3,0,cue_transfer_v4:algorithm_trace:implicit:wrong_attempt:calm:repeat0:glm-5.3,0ec7cbececc42579b388
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,0,implicit,MiniMax-M2.7,0,cue_transfer_v4:trophic_transfer:implicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,ec5969e0607a98b2db34
plural_possession,language,apostrophe_possession,correct_partial,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:plural_possession:canonical:correct_partial:calm:repeat0:doubao-seed-2.0-lite,f2f1f9dab8ebba1c6263
turning_moment,science,turning_moment,wrong_attempt,frustrated,frustrated,2,explicit,MiniMax-M3,0,cue_transfer_v4:turning_moment:explicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,e8ac8561bd0b66792800
passive_voice,language,active_passive_voice,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:passive_voice:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,bead16fcd6650f77b1d8
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:signed_temperature:canonical:wrong_attempt:calm:repeat0:MiniMax-M2.7,da602b8d37075352baf5
prism_volume,mathematics,rectangular_prism_volume,correct_partial,frustrated,frustrated,3,implicit,glm-5.3,1,cue_transfer_v4:prism_volume:implicit:correct_partial:frustrated:repeat1:glm-5.3,5e3943bbe7baf1c94602
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:trophic_transfer:canonical:wrong_attempt:calm:repeat1:MiniMax-M2.7,9393d760d122951e4f3a
exponent_product,mathematics,exponent_product,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:exponent_product:peer_control:wrong_attempt:calm:repeat1:glm-5.3,91dcfbb8c8dd8b96b85a
radioactive_half_life,science,half_life,wrong_attempt,frustrated,frustrated,3,implicit,MiniMax-M2.7,1,cue_transfer_v4:radioactive_half_life:implicit:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,9db8111e64618ed7c345
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:common_multiple:canonical:correct_partial:calm:repeat0:MiniMax-M2.7,03d4635aa934b052771d
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,calm,calm,3,explicit,MiniMax-M2.7,0,cue_transfer_v4:exclusive_or:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,c494a157c60f88464fcc
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,2,explicit,MiniMax-M3,1,cue_transfer_v4:prism_volume:explicit:wrong_attempt:calm:repeat1:MiniMax-M3,261f660fa8f06bb0d464
passive_voice,language,active_passive_voice,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:passive_voice:peer_control:correct_partial:calm:repeat0:doubao-seed-2.0-lite,4206507aa174835ef623
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,calm,3,explicit,MiniMax-M3,0,cue_transfer_v4:balance_water_equation:explicit:correct_partial:calm:repeat0:MiniMax-M3,1797360ed31186564a3e
passive_voice,language,active_passive_voice,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:passive_voice:canonical:wrong_attempt:calm:repeat1:MiniMax-M2.7,99f047601698386011e1
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:metaphor_identification:peer_control:wrong_attempt:calm:repeat1:MiniMax-M2.7,2c626156b005e0c4b8a8
median_order,mathematics,median,correct_partial,frustrated,frustrated,2,implicit,glm-5.3,1,cue_transfer_v4:median_order:implicit:correct_partial:frustrated:repeat1:glm-5.3,2a6715bc3d1533c3d4e5
contrast_connective,language,contrast_connective,correct_partial,frustrated,frustrated,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:contrast_connective:explicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,bc0096fcca20ae946e36
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:contact_pressure:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,be28dd17329a1ea6f42b
turning_moment,science,turning_moment,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:turning_moment:peer_control:correct_partial:calm:repeat1:MiniMax-M3,03975f0e5138f273465d
radioactive_half_life,science,half_life,wrong_attempt,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:radioactive_half_life:peer_control:wrong_attempt:calm:repeat0:deepseek-v4-pro,de76e5620907288934b5
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:balance_water_equation:canonical:wrong_attempt:calm:repeat0:MiniMax-M2.7,2812ad65aa4b13f035c2
turning_moment,science,turning_moment,wrong_attempt,calm,calm,3,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:turning_moment:implicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,b92a166ba57255078f68
passive_voice,language,active_passive_voice,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,1,cue_transfer_v4:passive_voice:canonical:wrong_attempt:calm:repeat1:glm-5.3,275563370ff05a2d6c30
median_order,mathematics,median,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:median_order:peer_control:correct_partial:frustrated:repeat0:MiniMax-M3,d9f3566b64a1cf72c34d
kinetic_energy,science,kinetic_energy,correct_partial,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:kinetic_energy:peer_control:correct_partial:calm:repeat1:glm-5.3,ededd5b94255afa8cdae
relative_clause,language,relative_clause_attachment,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:relative_clause:canonical:wrong_attempt:calm:repeat0:MiniMax-M2.7,fb052ed79d25a1c59308
metaphor_identification,language,figurative_metaphor,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:metaphor_identification:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,f7523d6d243b56c9a652
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:algorithm_trace:explicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,52cfbe151daf3f761479
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:algorithm_trace:peer_control:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,e81e4e693dde25d809d4
gas_volume,science,boyles_law,wrong_attempt,frustrated,frustrated,1,explicit,glm-5.3,1,cue_transfer_v4:gas_volume:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,76818f8fedef6681685a
triangle_area,mathematics,triangle_area,correct_partial,frustrated,frustrated,2,implicit,deepseek-v4-pro,0,cue_transfer_v4:triangle_area:implicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,1c93b340a631f3298b20
homophone_choice,language,homophone_selection,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:homophone_choice:peer_control:wrong_attempt:frustrated:repeat0:glm-5.3,a20e42ff790de6dc0284
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M3,0,cue_transfer_v4:algorithm_trace:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,86f1f09f27c8940f6aef
turning_moment,science,turning_moment,correct_partial,calm,calm,3,implicit,MiniMax-M3,0,cue_transfer_v4:turning_moment:implicit:correct_partial:calm:repeat0:MiniMax-M3,ba65966ef3336c4a5a77
median_order,mathematics,median,correct_partial,calm,calm,2,implicit,glm-5.3,1,cue_transfer_v4:median_order:implicit:correct_partial:calm:repeat1:glm-5.3,de4d8230fed6a76309b9
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,frustrated,frustrated,3,explicit,deepseek-v4-pro,0,cue_transfer_v4:trophic_transfer:explicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,ef99b6565b48d52058a2
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,1,implicit,deepseek-v4-pro,0,cue_transfer_v4:exponent_product:implicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,51a8b392fe93d8eb897c
binary_place_value,logic_and_data,binary_place_value,correct_partial,frustrated,frustrated,3,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:binary_place_value:implicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,fb8cd5c25401db7dfaa4
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:prism_volume:peer_control:correct_partial:frustrated:repeat0:glm-5.3,97f68d7c0dbf9446aa55
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,1,implicit,deepseek-v4-pro,0,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,73b32cff7533aa8a05a4
radioactive_half_life,science,half_life,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:radioactive_half_life:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,fba280357fc9962adfd3
contrast_connective,language,contrast_connective,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:contrast_connective:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,b59c245f188bf05c1ce6
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,frustrated,frustrated,3,implicit,glm-5.3,1,cue_transfer_v4:binary_place_value:implicit:wrong_attempt:frustrated:repeat1:glm-5.3,5ddb36938dc8b2e3aab0
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:binary_place_value:canonical:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,ff0c8c67f1ec23890630
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,0,implicit,MiniMax-M2.7,1,cue_transfer_v4:signed_temperature:implicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,4d5dab7625ef80b7f91a
exponent_product,mathematics,exponent_product,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:exponent_product:canonical:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,6a8e2932630b7efaf917
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,calm,calm,3,explicit,MiniMax-M3,0,cue_transfer_v4:exclusive_or:explicit:wrong_attempt:calm:repeat0:MiniMax-M3,098627ed3393d57bdb29
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:photosynthesis_inputs:implicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,68f7e06113e371b0b83f
plural_possession,language,apostrophe_possession,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:plural_possession:canonical:correct_partial:calm:repeat1:MiniMax-M3,7337024004797caa2395
radioactive_half_life,science,half_life,correct_partial,calm,calm,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:radioactive_half_life:explicit:correct_partial:calm:repeat1:deepseek-v4-pro,9aa478a66b248e7c8a35
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,calm,calm,1,implicit,MiniMax-M2.7,1,cue_transfer_v4:photosynthesis_inputs:implicit:correct_partial:calm:repeat1:MiniMax-M2.7,db560ffb2327c4c2f59e
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,2,implicit,MiniMax-M3,1,cue_transfer_v4:metaphor_identification:implicit:correct_partial:calm:repeat1:MiniMax-M3,4aecaeb7f0f7181ca301
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,0,implicit,deepseek-v4-pro,0,cue_transfer_v4:signed_temperature:implicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,c6daa082fef985d7d86f
plural_possession,language,apostrophe_possession,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:plural_possession:peer_control:correct_partial:frustrated:repeat0:deepseek-v4-pro,7e78344a257fdcc72bb1
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:sampling_bias:peer_control:correct_partial:frustrated:repeat0:deepseek-v4-pro,893c9ce2bcd5f3d38e4e
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:prism_volume:peer_control:wrong_attempt:calm:repeat0:deepseek-v4-pro,370536bc7729dd71ea1e
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:metaphor_identification:peer_control:correct_partial:calm:repeat1:doubao-seed-2.0-lite,47db09226e28fccaf37e
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M3,1,cue_transfer_v4:signed_temperature:implicit:correct_partial:frustrated:repeat1:MiniMax-M3,657c81541d4851bb5eb4
relative_clause,language,relative_clause_attachment,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:relative_clause:peer_control:correct_partial:calm:repeat0:MiniMax-M3,e2886fa35fbca4347a3e
median_order,mathematics,median,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M3,0,cue_transfer_v4:median_order:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,d48e8cb4399947f524a8
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:balance_water_equation:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,f0223eba2023aa4cc989
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,1,implicit,MiniMax-M3,0,cue_transfer_v4:sampling_bias:implicit:correct_partial:frustrated:repeat0:MiniMax-M3,d10b3953360e86693c2c
right_triangle,mathematics,pythagorean_length,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:right_triangle:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,54f9fbd465621eb70c9c
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:distinct_arrangements:canonical:correct_partial:calm:repeat1:deepseek-v4-pro,4fc5c8c533f39d8a6f7f
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:exclusive_or:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,f33497dfe0f6aa393831
gas_volume,science,boyles_law,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:gas_volume:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,a4670fe319aa2f21f640
median_order,mathematics,median,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:median_order:peer_control:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,1ab21a9aac63408da0e3
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,1,implicit,glm-5.3,1,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:calm:repeat1:glm-5.3,34dc26920ef1e4af5030
gas_volume,science,boyles_law,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M3,0,cue_transfer_v4:gas_volume:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,f318dc8de50beaad5bff
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,calm,3,explicit,MiniMax-M3,1,cue_transfer_v4:exclusive_or:explicit:correct_partial:calm:repeat1:MiniMax-M3,1db3abc5e29649e18732
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,calm,3,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:trophic_transfer:explicit:correct_partial:calm:repeat1:doubao-seed-2.0-lite,0be9e9ee83c5f86b2d44
